wind_onshore,pv,load
0.432,0.357,0.07905205479
0.469,0.413,0.08469863014
0.527,0.441,0.08658082192
0.542,0.407,0.08658082192
0.539,0.321,0.08752191781
0.501,0.242,0.08469863014
0.439,0.145,0.08281643836
0.401,0.054,0.08281643836
0.457,0,0.08469863014
0.479,0,0.09881506849
0.458,0,0.1035205479
0.420,0,0.09881506849
0.377,0,0.09222739726
0.348,0,0.07716986301
0.342,0,0.06681780822
0.352,0,0.06399452055
0.364,0,0.06023013699
0.396,0,0.05834794521
0.430,0,0.05740684932
0.457,0,0.0592890411
0.475,0,0.06587671233
0.484,0.030,0.06964109589
0.488,0.179,0.07434657534
0.546,0.370,0.07622876712
0.575,0.522,0.07905205479
0.580,0.651,0.08469863014
0.584,0.708,0.08658082192
0.631,0.710,0.08658082192
0.686,0.648,0.08752191781
0.718,0.542,0.08469863014
0.744,0.381,0.08281643836
0.757,0.167,0.08281643836
0.799,0.003,0.08469863014
0.831,0,0.09881506849
0.840,0,0.1035205479
0.824,0,0.09881506849
0.793,0,0.09222739726
0.763,0,0.07716986301
0.737,0,0.06681780822
0.715,0,0.06399452055
0.693,0,0.06023013699
0.676,0,0.05834794521
0.669,0,0.05740684932
0.684,0,0.0592890411
0.726,0,0.06587671233
0.785,0.041,0.06964109589
0.788,0.220,0.07434657534
0.792,0.427,0.07622876712
0.798,0.566,0.07905205479
0.807,0.671,0.08469863014
0.812,0.714,0.08658082192
0.829,0.697,0.08658082192
0.813,0.628,0.08752191781
0.770,0.509,0.08469863014
0.705,0.340,0.08281643836
0.658,0.138,0.08281643836
0.644,0.002,0.08469863014
0.623,0,0.09881506849
0.590,0,0.1035205479
0.547,0,0.09881506849
0.510,0,0.09222739726
0.491,0,0.07716986301
0.498,0,0.06681780822
0.535,0,0.06399452055
0.586,0,0.06023013699
0.633,0,0.05834794521
0.639,0,0.05740684932
0.644,0,0.0592890411
0.677,0,0.06587671233
0.700,0.059,0.06964109589
0.713,0.291,0.07434657534
0.708,0.481,0.07622876712
0.710,0.634,0.07905205479
0.715,0.719,0.08469863014
0.697,0.754,0.08658082192
0.677,0.732,0.08658082192
0.652,0.645,0.08752191781
0.615,0.493,0.08469863014
0.561,0.295,0.08281643836
0.529,0.112,0.08281643836
0.525,0.002,0.08469863014
0.501,0,0.09881506849
0.450,0,0.1035205479
0.400,0,0.09881506849
0.364,0,0.09222739726
0.341,0,0.07716986301
0.344,0,0.06681780822
0.374,0,0.06399452055
0.415,0,0.06023013699
0.455,0,0.05834794521
0.468,0,0.05740684932
0.464,0,0.0592890411
0.471,0,0.06587671233
0.503,0.055,0.06964109589
0.556,0.281,0.07434657534
0.605,0.486,0.07622876712
0.653,0.637,0.07905205479
0.729,0.724,0.08469863014
0.788,0.760,0.08658082192
0.820,0.751,0.08658082192
0.848,0.698,0.08752191781
0.854,0.592,0.08469863014
0.845,0.428,0.08281643836
0.833,0.200,0.08281643836
0.839,0.004,0.08469863014
0.828,0,0.09881506849
0.804,0,0.1035205479
0.788,0,0.09881506849
0.772,0,0.09222739726
0.755,0,0.07716986301
0.754,0,0.06681780822
0.772,0,0.06399452055
0.796,0,0.06023013699
0.828,0,0.05834794521
0.844,0,0.05740684932
0.865,0,0.0592890411
0.895,0,0.06587671233
0.905,0.065,0.06964109589
0.918,0.279,0.07434657534
0.915,0.489,0.07622876712
0.906,0.637,0.07905205479
0.895,0.742,0.08469863014
0.889,0.776,0.08658082192
0.886,0.765,0.08658082192
0.882,0.708,0.08752191781
0.867,0.602,0.08469863014
0.842,0.440,0.08281643836
0.820,0.213,0.08281643836
0.816,0.005,0.08469863014
0.795,0,0.09881506849
0.761,0,0.1035205479
0.737,0,0.09881506849
0.722,0,0.09222739726
0.706,0,0.07716986301
0.697,0,0.06681780822
0.703,0,0.06399452055
0.720,0,0.06023013699
0.748,0,0.05834794521
0.755,0,0.05740684932
0.763,0,0.0592890411
0.800,0,0.06587671233
0.823,0.078,0.06964109589
0.839,0.315,0.07434657534
0.858,0.519,0.07622876712
0.862,0.676,0.07905205479
0.854,0.753,0.08469863014
0.845,0.782,0.08658082192
0.845,0.764,0.08658082192
0.835,0.694,0.08752191781
0.820,0.570,0.08469863014
0.788,0.393,0.08281643836
0.756,0.169,0.08281643836
0.750,0.004,0.08469863014
0.729,0,0.09881506849
0.696,0,0.1035205479
0.661,0,0.09881506849
0.620,0,0.09222739726
0.568,0,0.07716986301
0.518,0,0.06681780822
0.501,0,0.06399452055
0.523,0,0.06023013699
0.554,0,0.05834794521
0.556,0,0.05740684932
0.550,0,0.0592890411
0.613,0,0.06587671233
0.647,0.082,0.06964109589
0.692,0.323,0.07434657534
0.727,0.509,0.07622876712
0.751,0.636,0.07905205479
0.759,0.715,0.08469863014
0.759,0.743,0.08658082192
0.757,0.724,0.08658082192
0.750,0.663,0.08752191781
0.720,0.550,0.08469863014
0.663,0.381,0.08281643836
0.618,0.160,0.08281643836
0.633,0.003,0.08469863014
0.623,0,0.09881506849
0.593,0,0.1035205479
0.554,0,0.09881506849
0.501,0,0.09222739726
0.456,0,0.07716986301
0.437,0,0.06681780822
0.465,0,0.06399452055
0.519,0,0.06023013699
0.599,0,0.05834794521
0.651,0,0.05740684932
0.663,0,0.0592890411
0.696,0,0.06587671233
0.771,0.070,0.06964109589
0.804,0.305,0.07434657534
0.822,0.509,0.07622876712
0.830,0.639,0.07905205479
0.827,0.718,0.08469863014
0.826,0.745,0.08658082192
0.831,0.724,0.08658082192
0.862,0.650,0.08752191781
0.862,0.506,0.08469863014
0.857,0.306,0.08281643836
0.842,0.107,0.08281643836
0.853,0.002,0.08469863014
0.841,0,0.09881506849
0.816,0,0.1035205479
0.783,0,0.09881506849
0.751,0,0.09222739726
0.721,0,0.07716986301
0.698,0,0.06681780822
0.695,0,0.06399452055
0.695,0,0.06023013699
0.697,0,0.05834794521
0.697,0,0.05740684932
0.707,0,0.0592890411
0.737,0,0.06587671233
0.775,0.032,0.06964109589
0.830,0.172,0.07434657534
0.846,0.292,0.07622876712
0.840,0.396,0.07905205479
0.821,0.451,0.08469863014
0.819,0.487,0.08658082192
0.830,0.453,0.08658082192
0.845,0.368,0.08752191781
0.831,0.283,0.08469863014
0.800,0.188,0.08281643836
0.773,0.082,0.08281643836
0.785,0.002,0.08469863014
0.802,0,0.09881506849
0.786,0,0.1035205479
0.750,0,0.09881506849
0.710,0,0.09222739726
0.671,0,0.07716986301
0.651,0,0.06681780822
0.650,0,0.06399452055
0.660,0,0.06023013699
0.683,0,0.05834794521
0.689,0,0.05740684932
0.668,0,0.0592890411
0.653,0,0.06587671233
0.636,0.058,0.06964109589
0.615,0.260,0.07434657534
0.584,0.455,0.07622876712
0.568,0.601,0.07905205479
0.550,0.708,0.08469863014
0.557,0.739,0.08658082192
0.532,0.710,0.08658082192
0.494,0.642,0.08752191781
0.459,0.522,0.08469863014
0.440,0.348,0.08281643836
0.437,0.157,0.08281643836
0.442,0.004,0.08469863014
0.415,0,0.09881506849
0.380,0,0.1035205479
0.354,0,0.09881506849
0.330,0,0.09222739726
0.315,0,0.07716986301
0.325,0,0.06681780822
0.352,0,0.06399452055
0.395,0,0.06023013699
0.447,0,0.05834794521
0.476,0,0.05740684932
0.482,0,0.0592890411
0.538,0,0.06587671233
0.588,0.040,0.06964109589
0.592,0.199,0.07434657534
0.599,0.373,0.07622876712
0.600,0.541,0.07905205479
0.608,0.661,0.08469863014
0.609,0.710,0.08658082192
0.633,0.723,0.08658082192
0.651,0.675,0.08752191781
0.643,0.575,0.08469863014
0.605,0.415,0.08281643836
0.564,0.193,0.08281643836
0.559,0.005,0.08469863014
0.542,0,0.09881506849
0.502,0,0.1035205479
0.460,0,0.09881506849
0.431,0,0.09222739726
0.416,0,0.07716986301
0.422,0,0.06681780822
0.448,0,0.06399452055
0.485,0,0.06023013699
0.541,0,0.05834794521
0.578,0,0.05740684932
0.592,0,0.0592890411
0.635,0,0.06587671233
0.753,0.051,0.06964109589
0.819,0.225,0.07434657534
0.836,0.398,0.07622876712
0.835,0.540,0.07905205479
0.819,0.641,0.08469863014
0.800,0.671,0.08658082192
0.790,0.640,0.08658082192
0.793,0.539,0.08752191781
0.786,0.391,0.08469863014
0.763,0.231,0.08281643836
0.748,0.096,0.08281643836
0.769,0.003,0.08469863014
0.770,0,0.09881506849
0.755,0,0.1035205479
0.734,0,0.09881506849
0.717,0,0.09222739726
0.703,0,0.07716986301
0.682,0,0.06681780822
0.668,0,0.06399452055
0.663,0,0.06023013699
0.695,0,0.05834794521
0.727,0,0.05740684932
0.744,0,0.0592890411
0.768,0,0.06587671233
0.784,0.062,0.06964109589
0.777,0.264,0.07434657534
0.779,0.441,0.07622876712
0.803,0.550,0.07905205479
0.802,0.602,0.08469863014
0.788,0.623,0.08658082192
0.779,0.626,0.08658082192
0.777,0.583,0.08752191781
0.768,0.485,0.08469863014
0.743,0.329,0.08281643836
0.737,0.140,0.08281643836
0.763,0.003,0.08469863014
0.772,0,0.09881506849
0.765,0,0.1035205479
0.748,0,0.09881506849
0.739,0,0.09222739726
0.737,0,0.07716986301
0.736,0,0.06681780822
0.737,0,0.06399452055
0.746,0,0.06023013699
0.762,0,0.05834794521
0.768,0,0.05740684932
0.777,0,0.0592890411
0.802,0,0.06587671233
0.823,0.043,0.06964109589
0.836,0.222,0.07434657534
0.835,0.417,0.07622876712
0.846,0.573,0.07905205479
0.841,0.664,0.08469863014
0.827,0.695,0.08658082192
0.813,0.675,0.08658082192
0.816,0.609,0.08752191781
0.806,0.502,0.08469863014
0.772,0.338,0.08281643836
0.750,0.138,0.08281643836
0.766,0.003,0.08469863014
0.777,0,0.09881506849
0.758,0,0.1035205479
0.735,0,0.09881506849
0.701,0,0.09222739726
0.668,0,0.07716986301
0.644,0,0.06681780822
0.644,0,0.06399452055
0.668,0,0.06023013699
0.712,0,0.05834794521
0.741,0,0.05740684932
0.765,0,0.0592890411
0.801,0,0.06587671233
0.817,0.057,0.06964109589
0.813,0.271,0.07434657534
0.812,0.497,0.07622876712
0.806,0.632,0.07905205479
0.791,0.713,0.08469863014
0.780,0.748,0.08658082192
0.777,0.735,0.08658082192
0.786,0.682,0.08752191781
0.797,0.576,0.08469863014
0.799,0.420,0.08281643836
0.800,0.196,0.08281643836
0.831,0.006,0.08469863014
0.818,0,0.09881506849
0.791,0,0.1035205479
0.755,0,0.09881506849
0.715,0,0.09222739726
0.692,0,0.07716986301
0.697,0,0.06681780822
0.730,0,0.06399452055
0.772,0,0.06023013699
0.815,0,0.05834794521
0.841,0,0.05740684932
0.860,0,0.0592890411
0.888,0,0.06587671233
0.903,0.062,0.06964109589
0.901,0.293,0.07434657534
0.894,0.492,0.07622876712
0.887,0.619,0.07905205479
0.882,0.705,0.08469863014
0.881,0.739,0.08658082192
0.890,0.727,0.08658082192
0.900,0.665,0.08752191781
0.905,0.563,0.08469863014
0.903,0.408,0.08281643836
0.905,0.196,0.08281643836
0.912,0.007,0.08469863014
0.914,0,0.09881506849
0.908,0,0.1035205479
0.895,0,0.09881506849
0.876,0,0.09222739726
0.865,0,0.07716986301
0.865,0,0.06681780822
0.870,0,0.06399452055
0.881,0,0.06023013699
0.899,0,0.05834794521
0.913,0,0.05740684932
0.926,0,0.0592890411
0.937,0,0.06587671233
0.938,0.087,0.06964109589
0.931,0.330,0.07434657534
0.924,0.513,0.07622876712
0.927,0.639,0.07905205479
0.935,0.718,0.08469863014
0.940,0.745,0.08658082192
0.941,0.723,0.08658082192
0.939,0.648,0.08752191781
0.929,0.510,0.08469863014
0.914,0.315,0.08281643836
0.907,0.110,0.08281643836
0.910,0.003,0.08469863014
0.902,0,0.09881506849
0.890,0,0.1035205479
0.880,0,0.09881506849
0.870,0,0.09222739726
0.867,0,0.07716986301
0.871,0,0.06681780822
0.883,0,0.06399452055
0.897,0,0.06023013699
0.914,0,0.05834794521
0.924,0,0.05740684932
0.933,0,0.0592890411
0.946,0,0.06587671233
0.949,0.053,0.06964109589
0.943,0.276,0.07434657534
0.941,0.495,0.07622876712
0.941,0.612,0.07905205479
0.941,0.670,0.08469863014
0.939,0.690,0.08658082192
0.934,0.675,0.08658082192
0.935,0.579,0.08752191781
0.921,0.424,0.08469863014
0.897,0.250,0.08281643836
0.878,0.094,0.08281643836
0.877,0.002,0.08469863014
0.874,0,0.09881506849
0.862,0,0.1035205479
0.856,0,0.09881506849
0.860,0,0.09222739726
0.871,0,0.07716986301
0.884,0,0.06681780822
0.901,0,0.06399452055
0.911,0,0.06023013699
0.919,0,0.05834794521
0.926,0,0.05740684932
0.940,0,0.0592890411
0.946,0,0.06587671233
0.938,0.051,0.06964109589
0.926,0.240,0.07434657534
0.935,0.466,0.07622876712
0.948,0.612,0.07905205479
0.927,0.689,0.08469863014
0.921,0.714,0.08658082192
0.929,0.711,0.08658082192
0.922,0.671,0.08752191781
0.918,0.572,0.08469863014
0.912,0.410,0.08281643836
0.906,0.178,0.08281643836
0.914,0.004,0.08469863014
0.912,0,0.09881506849
0.899,0,0.1035205479
0.885,0,0.09881506849
0.867,0,0.09222739726
0.846,0,0.07716986301
0.825,0,0.06681780822
0.809,0,0.06399452055
0.814,0,0.06023013699
0.855,0,0.05834794521
0.894,0,0.05740684932
0.924,0,0.0592890411
0.945,0,0.06587671233
0.946,0.078,0.06964109589
0.936,0.343,0.07434657534
0.930,0.517,0.07622876712
0.923,0.659,0.07905205479
0.920,0.720,0.08469863014
0.923,0.709,0.08658082192
0.923,0.622,0.08658082192
0.918,0.526,0.08752191781
0.896,0.455,0.08469863014
0.865,0.363,0.08281643836
0.852,0.199,0.08281643836
0.867,0.009,0.08469863014
0.883,0,0.09881506849
0.890,0,0.1035205479
0.884,0,0.09881506849
0.860,0,0.09222739726
0.819,0,0.07716986301
0.767,0,0.06681780822
0.733,0,0.06399452055
0.744,0,0.06023013699
0.807,0,0.05834794521
0.858,0,0.05740684932
0.881,0,0.0592890411
0.896,0,0.06587671233
0.897,0.073,0.06964109589
0.893,0.278,0.07434657534
0.880,0.451,0.07622876712
0.873,0.567,0.07905205479
0.871,0.652,0.08469863014
0.868,0.714,0.08658082192
0.868,0.724,0.08658082192
0.869,0.667,0.08752191781
0.866,0.560,0.08469863014
0.860,0.402,0.08281643836
0.854,0.193,0.08281643836
0.862,0.007,0.08469863014
0.845,0,0.09881506849
0.820,0,0.1035205479
0.796,0,0.09881506849
0.741,0,0.09222739726
0.674,0,0.07716986301
0.657,0,0.06681780822
0.692,0,0.06399452055
0.752,0,0.06023013699
0.827,0,0.05834794521
0.861,0,0.05740684932
0.873,0,0.0592890411
0.889,0,0.06587671233
0.898,0.028,0.06964109589
0.909,0.215,0.07434657534
0.914,0.472,0.07622876712
0.911,0.631,0.07905205479
0.907,0.719,0.08469863014
0.905,0.752,0.08658082192
0.904,0.722,0.08658082192
0.903,0.611,0.08752191781
0.894,0.476,0.08469863014
0.881,0.361,0.08281643836
0.876,0.186,0.08281643836
0.894,0.007,0.08469863014
0.906,0,0.09881506849
0.909,0,0.1035205479
0.898,0,0.09881506849
0.877,0,0.09222739726
0.855,0,0.07716986301
0.834,0,0.06681780822
0.825,0,0.06399452055
0.833,0,0.06023013699
0.863,0,0.05834794521
0.882,0,0.05740684932
0.896,0,0.0592890411
0.905,0,0.06587671233
0.894,0.100,0.06964109589
0.874,0.348,0.07434657534
0.845,0.544,0.07622876712
0.814,0.673,0.07905205479
0.801,0.751,0.08469863014
0.803,0.783,0.08658082192
0.819,0.768,0.08658082192
0.843,0.702,0.08752191781
0.861,0.593,0.08469863014
0.865,0.430,0.08281643836
0.870,0.207,0.08281643836
0.885,0.008,0.08469863014
0.884,0,0.09881506849
0.876,0,0.1035205479
0.872,0,0.09881506849
0.873,0,0.09222739726
0.880,0,0.07716986301
0.884,0,0.06681780822
0.892,0,0.06399452055
0.907,0,0.06023013699
0.923,0,0.05834794521
0.927,0,0.05740684932
0.930,0,0.0592890411
0.933,0,0.06587671233
0.927,0.104,0.06964109589
0.914,0.347,0.07434657534
0.899,0.521,0.07622876712
0.891,0.644,0.07905205479
0.888,0.720,0.08469863014
0.890,0.752,0.08658082192
0.894,0.739,0.08658082192
0.891,0.687,0.08752191781
0.881,0.585,0.08469863014
0.865,0.428,0.08281643836
0.857,0.206,0.08281643836
0.877,0.008,0.08469863014
0.886,0,0.09881506849
0.888,0,0.1035205479
0.891,0,0.09881506849
0.893,0,0.09222739726
0.897,0,0.07716986301
0.906,0,0.06681780822
0.919,0,0.06399452055
0.931,0,0.06023013699
0.940,0,0.05834794521
0.941,0,0.05740684932
0.945,0,0.0592890411
0.952,0,0.06587671233
0.951,0.087,0.06964109589
0.944,0.334,0.07434657534
0.933,0.526,0.07622876712
0.923,0.652,0.07905205479
0.913,0.729,0.08469863014
0.901,0.760,0.08658082192
0.889,0.746,0.08658082192
0.879,0.688,0.08752191781
0.867,0.583,0.08469863014
0.857,0.426,0.08281643836
0.857,0.207,0.08281643836
0.866,0.009,0.08469863014
0.863,0,0.09881506849
0.854,0,0.1035205479
0.847,0,0.09881506849
0.847,0,0.09222739726
0.853,0,0.07716986301
0.860,0,0.06681780822
0.872,0,0.06399452055
0.887,0,0.06023013699
0.901,0,0.05834794521
0.908,0,0.05740684932
0.917,0,0.0592890411
0.926,0,0.06587671233
0.924,0.091,0.06964109589
0.911,0.335,0.07434657534
0.896,0.507,0.07622876712
0.876,0.635,0.07905205479
0.862,0.703,0.08469863014
0.836,0.752,0.08658082192
0.810,0.742,0.08658082192
0.806,0.684,0.08752191781
0.806,0.580,0.08469863014
0.801,0.422,0.08281643836
0.802,0.203,0.08281643836
0.827,0.008,0.08469863014
0.842,0,0.09881506849
0.845,0,0.1035205479
0.834,0,0.09881506849
0.815,0,0.09222739726
0.796,0,0.07716986301
0.784,0,0.06681780822
0.774,0,0.06399452055
0.773,0,0.06023013699
0.795,0,0.05834794521
0.811,0,0.05740684932
0.827,0,0.0592890411
0.846,0,0.06587671233
0.847,0.100,0.06964109589
0.844,0.338,0.07434657534
0.844,0.515,0.07622876712
0.846,0.646,0.07905205479
0.845,0.726,0.08469863014
0.844,0.762,0.08658082192
0.849,0.752,0.08658082192
0.841,0.698,0.08752191781
0.820,0.591,0.08469863014
0.789,0.430,0.08281643836
0.772,0.211,0.08281643836
0.815,0.010,0.08469863014
0.842,0,0.09881506849
0.840,0,0.1035205479
0.833,0,0.09881506849
0.824,0,0.09222739726
0.820,0,0.07716986301
0.823,0,0.06681780822
0.830,0,0.06399452055
0.840,0,0.06023013699
0.856,0,0.05834794521
0.861,0,0.05740684932
0.872,0,0.0592890411
0.890,0,0.06587671233
0.895,0.090,0.06964109589
0.902,0.310,0.07434657534
0.904,0.501,0.07622876712
0.901,0.621,0.07905205479
0.904,0.700,0.08469863014
0.905,0.748,0.08658082192
0.902,0.755,0.08658082192
0.909,0.713,0.08752191781
0.909,0.605,0.08469863014
0.901,0.441,0.08281643836
0.901,0.218,0.08281643836
0.912,0.011,0.08469863014
0.903,0,0.09881506849
0.884,0,0.1035205479
0.861,0,0.09881506849
0.841,0,0.09222739726
0.825,0,0.07716986301
0.812,0,0.06681780822
0.813,0,0.06399452055
0.829,0,0.06023013699
0.857,0,0.05834794521
0.881,0,0.05740684932
0.901,0,0.0592890411
0.919,0,0.06587671233
0.929,0.088,0.06964109589
0.930,0.319,0.07434657534
0.928,0.510,0.07622876712
0.920,0.642,0.07905205479
0.907,0.722,0.08469863014
0.902,0.774,0.08658082192
0.894,0.776,0.08658082192
0.886,0.722,0.08752191781
0.866,0.613,0.08469863014
0.830,0.451,0.08281643836
0.808,0.228,0.08281643836
0.812,0.013,0.08469863014
0.812,0,0.09881506849
0.806,0,0.1035205479
0.791,0,0.09881506849
0.772,0,0.09222739726
0.760,0,0.07716986301
0.763,0,0.06681780822
0.776,0,0.06399452055
0.793,0,0.06023013699
0.816,0,0.05834794521
0.831,0,0.05740684932
0.841,0,0.0592890411
0.846,0,0.06587671233
0.841,0.124,0.06964109589
0.829,0.332,0.07434657534
0.816,0.482,0.07622876712
0.799,0.657,0.07905205479
0.771,0.748,0.08469863014
0.740,0.790,0.08658082192
0.703,0.778,0.08658082192
0.674,0.720,0.08752191781
0.663,0.610,0.08469863014
0.642,0.450,0.08281643836
0.633,0.229,0.08281643836
0.663,0.013,0.08469863014
0.648,0,0.09881506849
0.621,0,0.1035205479
0.593,0,0.09881506849
0.575,0,0.09222739726
0.574,0,0.07716986301
0.578,0,0.06681780822
0.596,0,0.06399452055
0.636,0,0.06023013699
0.685,0,0.05834794521
0.713,0,0.05740684932
0.736,0,0.0592890411
0.773,0,0.06587671233
0.794,0.063,0.06964109589
0.814,0.287,0.07434657534
0.829,0.545,0.07622876712
0.823,0.675,0.07905205479
0.800,0.756,0.08469863014
0.791,0.789,0.08658082192
0.814,0.777,0.08658082192
0.835,0.715,0.08752191781
0.831,0.605,0.08469863014
0.826,0.441,0.08281643836
0.814,0.219,0.08281643836
0.810,0.012,0.08469863014
0.799,0,0.09881506849
0.782,0,0.1035205479
0.754,0,0.09881506849
0.718,0,0.09222739726
0.687,0,0.07716986301
0.676,0,0.06681780822
0.687,0,0.06399452055
0.710,0,0.06023013699
0.744,0,0.05834794521
0.763,0,0.05740684932
0.771,0,0.0592890411
0.791,0,0.06587671233
0.815,0.105,0.06964109589
0.815,0.352,0.07434657534
0.806,0.537,0.07622876712
0.801,0.670,0.07905205479
0.791,0.754,0.08469863014
0.784,0.789,0.08658082192
0.785,0.780,0.08658082192
0.790,0.722,0.08752191781
0.777,0.614,0.08469863014
0.746,0.451,0.08281643836
0.739,0.229,0.08281643836
0.754,0.014,0.08469863014
0.741,0,0.09881506849
0.716,0,0.1035205479
0.704,0,0.09881506849
0.699,0,0.09222739726
0.682,0,0.07716986301
0.663,0,0.06681780822
0.651,0,0.06399452055
0.658,0,0.06023013699
0.684,0,0.05834794521
0.713,0,0.05740684932
0.744,0,0.0592890411
0.769,0,0.06587671233
0.774,0.106,0.06964109589
0.766,0.334,0.07434657534
0.748,0.523,0.07622876712
0.719,0.653,0.07905205479
0.716,0.733,0.08469863014
0.734,0.764,0.08658082192
0.733,0.754,0.08658082192
0.716,0.697,0.08752191781
0.701,0.592,0.08469863014
0.683,0.434,0.08281643836
0.697,0.218,0.08281643836
0.741,0.013,0.08469863014
0.766,0,0.09881506849
0.765,0,0.1035205479
0.740,0,0.09881506849
0.713,0,0.09222739726
0.708,0,0.07716986301
0.732,0,0.06681780822
0.772,0,0.06399452055
0.806,0,0.06023013699
0.838,0,0.05834794521
0.850,0,0.05740684932
0.867,0,0.0592890411
0.891,0,0.06587671233
0.899,0.101,0.06964109589
0.896,0.331,0.07434657534
0.890,0.535,0.07622876712
0.897,0.663,0.07905205479
0.914,0.736,0.08469863014
0.931,0.769,0.08658082192
0.941,0.759,0.08658082192
0.943,0.695,0.08752191781
0.934,0.604,0.08469863014
0.912,0.445,0.08281643836
0.885,0.225,0.08281643836
0.872,0.014,0.08469863014
0.850,0,0.09881506849
0.831,0,0.1035205479
0.820,0,0.09881506849
0.821,0,0.09222739726
0.822,0,0.07716986301
0.822,0,0.06681780822
0.821,0,0.06399452055
0.822,0,0.06023013699
0.836,0,0.05834794521
0.846,0,0.05740684932
0.854,0,0.0592890411
0.872,0,0.06587671233
0.880,0.108,0.06964109589
0.875,0.351,0.07434657534
0.868,0.531,0.07622876712
0.871,0.653,0.07905205479
0.875,0.726,0.08469863014
0.870,0.750,0.08658082192
0.862,0.744,0.08658082192
0.860,0.689,0.08752191781
0.845,0.574,0.08469863014
0.811,0.425,0.08281643836
0.785,0.211,0.08281643836
0.801,0.013,0.08469863014
0.820,0,0.09881506849
0.833,0,0.1035205479
0.829,0,0.09881506849
0.823,0,0.09222739726
0.824,0,0.07716986301
0.828,0,0.06681780822
0.844,0,0.06399452055
0.859,0,0.06023013699
0.880,0,0.05834794521
0.891,0,0.05740684932
0.898,0,0.0592890411
0.903,0,0.06587671233
0.898,0.110,0.06964109589
0.881,0.338,0.07434657534
0.862,0.520,0.07622876712
0.853,0.645,0.07905205479
0.856,0.712,0.08469863014
0.862,0.736,0.08658082192
0.859,0.723,0.08658082192
0.864,0.676,0.08752191781
0.862,0.575,0.08469863014
0.849,0.420,0.08281643836
0.833,0.208,0.08281643836
0.848,0.013,0.08469863014
0.845,0,0.09881506849
0.836,0,0.1035205479
0.827,0,0.09881506849
0.821,0,0.09222739726
0.817,0,0.07716986301
0.819,0,0.06681780822
0.823,0,0.06399452055
0.829,0,0.06023013699
0.842,0,0.05834794521
0.837,0,0.05740684932
0.839,0,0.0592890411
0.862,0,0.06587671233
0.878,0.086,0.06964109589
0.880,0.302,0.07434657534
0.876,0.502,0.07622876712
0.875,0.635,0.07905205479
0.896,0.720,0.08469863014
0.902,0.764,0.08658082192
0.908,0.755,0.08658082192
0.920,0.690,0.08752191781
0.926,0.590,0.08469863014
0.924,0.429,0.08281643836
0.926,0.211,0.08281643836
0.940,0.013,0.08469863014
0.946,0,0.09881506849
0.947,0,0.1035205479
0.949,0,0.09881506849
0.947,0,0.09222739726
0.943,0,0.07716986301
0.939,0,0.06681780822
0.938,0,0.06399452055
0.942,0,0.06023013699
0.944,0,0.05834794521
0.936,0,0.05740684932
0.931,0,0.0592890411
0.932,0,0.06587671233
0.926,0.096,0.06964109589
0.909,0.329,0.07434657534
0.897,0.508,0.07622876712
0.895,0.641,0.07905205479
0.893,0.719,0.08469863014
0.890,0.755,0.08658082192
0.887,0.745,0.08658082192
0.882,0.700,0.08752191781
